ID,Original Hook,Original Tone,Tone v2,Fit for Chị Hiền,Stage,Calendar Stage Match,Best Format,Hook Type,Risk,Adapt Direction,Chị Hiền Hook,Use Case,Note
H312,Bạn có đang tin rằng tiền và tử tế không đi chung?,Reflective,Reflective,PASS,30 bài đầu,D22-D30,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang tin rằng tiền và tử tế không đi chung?,"Công việc, tự do, kỷ luật, nhịp sống","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H313,Bạn nghĩ sao nếu người sâu sắc cũng có thể rất giàu?,Confrontational,Confrontational,ADAPT,30 bài đầu,D22-D30,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn nghĩ sao nếu người sâu sắc cũng có thể rất giàu?,"Công việc, tự do, kỷ luật, nhịp sống",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H314,Bạn có đang vô thức ghét tiền vì những người dùng nó sai cách?,Gentle,Gentle,PASS,30 bài đầu,D22-D30,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang vô thức ghét tiền vì những người dùng nó sai cách?,"Công việc, tự do, kỷ luật, nhịp sống","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H315,"Bạn có đang từ chối tiền, trong khi mong muốn tự do?",Inspirational,Inspirational,PASS,30 bài đầu,D22-D30,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn có đang từ chối tiền, trong khi mong muốn tự do?","Công việc, tự do, kỷ luật, nhịp sống","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H316,"Nếu tiền chỉ khuếch đại bản chất, bạn muốn khuếch đại điều gì?",Insightful,Gentle,PASS,30 bài đầu,D22-D30,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Nếu tiền chỉ khuếch đại bản chất, bạn muốn khuếch đại điều gì?","Công việc, tự do, kỷ luật, nhịp sống","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H317,Bạn có dám trở nên giàu có theo cách làm bạn tự hào?,Reflective,Confrontational,ADAPT,30 bài đầu,D22-D30,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có dám trở nên giàu có theo cách làm bạn tự hào?,"Công việc, tự do, kỷ luật, nhịp sống",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H318,Bạn có đang đòi hỏi mình 'cao thượng' để né đối diện với nỗi sợ về tiền?,Confrontational,Confrontational,ADAPT,30 bài đầu,D22-D30,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có đang đòi hỏi mình 'cao thượng' để né đối diện với nỗi sợ về tiền?,"Công việc, tự do, kỷ luật, nhịp sống",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H319,Bạn có dám tin rằng hạnh phúc và tiền bạc có thể cùng tồn tại?,Gentle,Confrontational,ADAPT,30 bài đầu,D22-D30,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có dám tin rằng hạnh phúc và tiền bạc có thể cùng tồn tại?,"Công việc, tự do, kỷ luật, nhịp sống",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H320,Bạn có đang bắt tiền làm cái cớ cho mọi thứ mình chưa dám làm?,Inspirational,Inspirational,PASS,30 bài đầu,D22-D30,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang bắt tiền làm cái cớ cho mọi thứ mình chưa dám làm?,"Công việc, tự do, kỷ luật, nhịp sống","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H321,"Bạn không cần bỏ hết mọi thứ, bạn cần đặt lại thứ tự ưu tiên.",Insightful,Insightful,PASS,30 bài đầu,D8-D14,Long FB / Reel 90-120s,Reflective insight,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn không cần bỏ hết mọi thứ, bạn cần đặt lại thứ tự ưu tiên.","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H322,Bạn có đang sống như thể mình có hai cuộc đời để thử?,Reflective,Reflective,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang sống như thể mình có hai cuộc đời để thử?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H323,"Nếu chỉ giữ lại được 20% cuộc sống hiện tại, bạn giữ gì?",Confrontational,Gentle,PASS,30 bài đầu,D1-D7,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Nếu chỉ giữ lại được 20% cuộc sống hiện tại, bạn giữ gì?","Bình yên, kiệt sức, ranh giới cảm xúc","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H324,Bạn có dám để một số thứ sụp đổ để mình được xây lại?,Gentle,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có dám để một số thứ sụp đổ để mình được xây lại?,"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H325,Bạn có đang ôm quá nhiều thứ chỉ vì sợ bị đánh giá?,Inspirational,Inspirational,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang ôm quá nhiều thứ chỉ vì sợ bị đánh giá?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H326,Bạn có dám buông để hai tay rảnh mà nhận điều mới?,Insightful,Confrontational,ADAPT,30 bài đầu,D1-D7,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có dám buông để hai tay rảnh mà nhận điều mới?,"Bình yên, kiệt sức, ranh giới cảm xúc",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H327,"Bạn có thật sự cần tất cả những thứ đang nắm, hay chỉ sợ trống tay?",Reflective,Reflective,PASS,30 bài đầu,D1-D7,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn có thật sự cần tất cả những thứ đang nắm, hay chỉ sợ trống tay?","Bình yên, kiệt sức, ranh giới cảm xúc","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H328,Bạn có đang dành chỗ cho phiên bản mới của mình bước vào?,Confrontational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có đang dành chỗ cho phiên bản mới của mình bước vào?,"Giá trị bản thân, bản sắc, thay đổi",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H329,"Nếu cuộc đời là một căn phòng, bạn cần dọn bớt gì?",Gentle,Gentle,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Nếu cuộc đời là một căn phòng, bạn cần dọn bớt gì?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H330,Bạn có đang tích trữ cả những mối quan hệ đã hết 'hạn sử dụng'?,Inspirational,Inspirational,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang tích trữ cả những mối quan hệ đã hết 'hạn sử dụng'?,"Ranh giới, quan hệ, năng lượng xung quanh","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H331,"Bạn không bị muộn, bạn đang ở đúng bài học của mình.",Insightful,Insightful,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Reflective insight,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn không bị muộn, bạn đang ở đúng bài học của mình.","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H332,Bạn có đang so tuổi với timeline của người khác?,Reflective,Reflective,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang so tuổi với timeline của người khác?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H333,"Nếu quên tuổi đi, bạn sẽ bắt đầu điều gì hôm nay?",Confrontational,Gentle,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Nếu quên tuổi đi, bạn sẽ bắt đầu điều gì hôm nay?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H334,Bạn có đang dùng 'muộn rồi' làm cớ để không cần thử?,Gentle,Gentle,PASS,30 bài đầu,D8-D14,Long FB / Reel 90-120s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang dùng 'muộn rồi' làm cớ để không cần thử?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H335,Bạn có dám tin mình đang đến đúng lúc cho hành trình của mình?,Inspirational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có dám tin mình đang đến đúng lúc cho hành trình của mình?,"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H336,"Bạn có đang phán xét đường đi, trong khi chưa thấy hết con đường?",Insightful,Insightful,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn có đang phán xét đường đi, trong khi chưa thấy hết con đường?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H337,Bạn có đang so chương 3 của mình với chương 20 của người khác?,Reflective,Reflective,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang so chương 3 của mình với chương 20 của người khác?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H338,"Bạn có dám sống sâu một ngày, thay vì lo cho 10 năm nữa?",Confrontational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,"Có khi bạn có dám sống sâu một ngày, thay vì lo cho 10 năm nữa?","Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H339,Bạn đang sống trong hiện tại hay trong những 'giá như' chưa xảy ra?,Gentle,Gentle,PASS,30 bài đầu,D1-D7,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn đang sống trong hiện tại hay trong những 'giá như' chưa xảy ra?,"Bình yên, kiệt sức, ranh giới cảm xúc","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H340,Bạn có đang bỏ lỡ khoảnh khắc này vì mải chạy tới khoảnh khắc khác?,Inspirational,Inspirational,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang bỏ lỡ khoảnh khắc này vì mải chạy tới khoảnh khắc khác?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H341,"Bạn không cần một bức tranh hoàn hảo, bạn cần một bước chân thật.",Insightful,Insightful,PASS,30 bài đầu,D1-D7,Long FB / Reel 90-120s,Reflective insight,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn không cần một bức tranh hoàn hảo, bạn cần một bước chân thật.","Bình yên, kiệt sức, ranh giới cảm xúc","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H342,Bạn có đang đợi mọi thứ rõ ràng mới dám nhúc nhích?,Reflective,Reflective,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang đợi mọi thứ rõ ràng mới dám nhúc nhích?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H343,"Bạn có chấp nhận rằng rõ ràng là phần thưởng, không phải điều kiện?",Confrontational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,"Có khi bạn có chấp nhận rằng rõ ràng là phần thưởng, không phải điều kiện?","Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H344,Bạn có dám bước trong sương mù với niềm tin vào mình?,Gentle,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có dám bước trong sương mù với niềm tin vào mình?,"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H345,Bạn đang tìm bảo hành hay tìm cuộc đời đáng sống?,Inspirational,Inspirational,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn đang tìm bảo hành hay tìm cuộc đời đáng sống?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H346,Bạn có đang yêu cầu chắc chắn từ một cuộc chơi tên là 'trải nghiệm'?,Insightful,Insightful,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang yêu cầu chắc chắn từ một cuộc chơi tên là 'trải nghiệm'?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H347,Bạn có dám chấp nhận rủi ro của việc sống thật sự?,Reflective,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có dám chấp nhận rủi ro của việc sống thật sự?,"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H348,Bạn có đang cược cả đời mình vào cảm giác an toàn giả?,Confrontational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có đang cược cả đời mình vào cảm giác an toàn giả?,"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H349,"Bạn sẽ nhớ điều gì hơn: lần bạn thất bại, hay lần bạn dám thử?",Gentle,Gentle,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn sẽ nhớ điều gì hơn: lần bạn thất bại, hay lần bạn dám thử?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H350,Bạn có muốn dành phần còn lại cuộc đời để tự kể chuyện 'giá như'?,Inspirational,Inspirational,PASS,30 bài đầu,D1-D7,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có muốn dành phần còn lại cuộc đời để tự kể chuyện 'giá như'?,"Bình yên, kiệt sức, ranh giới cảm xúc","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H351,Bạn không ngẫu nhiên đọc được những dòng này.,Insightful,Insightful,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Reflective insight,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn không ngẫu nhiên đọc được những dòng này.,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H352,Có điều gì trong bạn đang gật đầu mà bạn giả vờ không thấy?,Reflective,Reflective,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Có điều gì trong bạn đang gật đầu mà bạn giả vờ không thấy?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H353,Bạn có đang cảm nhận cơ thể mình phản ứng với những câu hỏi này không?,Confrontational,Confrontational,ADAPT,30 bài đầu,D1-D7,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có đang cảm nhận cơ thể mình phản ứng với những câu hỏi này không?,"Bình yên, kiệt sức, ranh giới cảm xúc",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H354,"Bạn có dám không lướt tiếp, mà dừng lại để viết ra cảm nhận?",Gentle,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,"Có khi bạn có dám không lướt tiếp, mà dừng lại để viết ra cảm nhận?","Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H355,"Bạn có dám đối diện với một sự thật nhỏ hôm nay, thay vì một cú sập lớn mai sau?",Inspirational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,"Có khi bạn có dám đối diện với một sự thật nhỏ hôm nay, thay vì một cú sập lớn mai sau?","Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H356,Bạn đang sợ điều gì nhất nếu mình thật sự thay đổi?,Insightful,Insightful,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn đang sợ điều gì nhất nếu mình thật sự thay đổi?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H357,"Bạn sẽ mất gì nếu tiếp tục như cũ, và sẽ mất gì nếu dám đổi?",Reflective,Reflective,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn sẽ mất gì nếu tiếp tục như cũ, và sẽ mất gì nếu dám đổi?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H358,"Nếu đây là dấu hiệu bạn đợi bấy lâu, bạn sẽ làm gì sau khi đọc xong?",Confrontational,Gentle,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Nếu đây là dấu hiệu bạn đợi bấy lâu, bạn sẽ làm gì sau khi đọc xong?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H359,Bạn có dám coi bài viết này là đường ranh giữa cũ và mới?,Gentle,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có dám coi bài viết này là đường ranh giữa cũ và mới?,"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H360,Bạn muốn phiên bản nào của mình nhấn nút 'tắt màn hình' hôm nay?,Inspirational,Inspirational,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn muốn phiên bản nào của mình nhấn nút 'tắt màn hình' hôm nay?,"Giá trị bản thân, bản sắc, thay đổi","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H361,"Bạn không cần trả lời mình, bạn cần trả lời chính bạn.",Insightful,Insightful,PASS,30 bài đầu,D8-D14,Long FB / Reel 90-120s,Reflective insight,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn không cần trả lời mình, bạn cần trả lời chính bạn.","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H362,Bạn sẽ nói gì với bản thân trong gương tối nay?,Reflective,Reflective,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn sẽ nói gì với bản thân trong gương tối nay?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H363,"Nếu viết một lá thư cho bạn 10 năm nữa, bạn sẽ hứa gì?",Confrontational,Gentle,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Nếu viết một lá thư cho bạn 10 năm nữa, bạn sẽ hứa gì?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H364,Bạn có dám viết lại câu chuyện của mình bắt đầu từ ngày hôm nay?,Gentle,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có dám viết lại câu chuyện của mình bắt đầu từ ngày hôm nay?,"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H365,"Và nếu dám, bước đầu tiên của bạn sẽ là gì?",Inspirational,Inspirational,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Và nếu dám, bước đầu tiên của bạn sẽ là gì?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
